Timestamp,Time,Temperature
2024-05-01 14:42:20.282606,0,295.96
2024-05-01 14:42:21.310531,1,295.71
2024-05-01 14:42:22.341693,2,295.7
2024-05-01 14:42:23.366326,3,296.13
2024-05-01 14:42:24.428930,4,295.89
2024-05-01 14:42:25.461863,5,296.16
2024-05-01 14:42:26.501328,6,295.82
2024-05-01 14:42:27.533042,7,296.11
2024-05-01 14:42:28.573435,8,295.99
2024-05-01 14:42:29.612266,9,296.34
2024-05-01 14:42:30.637648,10,296.11
2024-05-01 14:42:31.673157,11,295.9
2024-05-01 14:42:32.725095,12,295.94
2024-05-01 14:42:33.762149,13,296.12
2024-05-01 14:42:34.800190,14,296.3
2024-05-01 14:42:35.870259,15,296.31
2024-05-01 14:42:36.907748,16,296.16
2024-05-01 14:42:37.945990,17,296.1
2024-05-01 14:42:39.014937,18,296.01
2024-05-01 14:42:40.040140,19,295.97
2024-05-01 14:42:41.078489,20,296.19
2024-05-01 14:42:42.119379,21,296.04
2024-05-01 14:42:43.159604,22,296.57
2024-05-01 14:42:44.194651,23,296.14
2024-05-01 14:42:45.220531,24,296.26
2024-05-01 14:42:46.259249,25,296.52
2024-05-01 14:42:47.311602,26,296.28
2024-05-01 14:42:48.336825,27,296.17
2024-05-01 14:42:49.375668,28,296.11
2024-05-01 14:42:50.416466,29,296.5
2024-05-01 14:42:51.456737,30,296.25
2024-05-01 14:42:52.493015,31,296.53
2024-05-01 14:42:53.531994,32,296.07
2024-05-01 14:42:54.601520,33,296.42
2024-05-01 14:42:55.640851,34,296.13
2024-05-01 14:42:56.678523,35,296.04
2024-05-01 14:42:57.745818,36,295.88
2024-05-01 14:42:58.772246,37,296.03
2024-05-01 14:42:59.811239,38,295.93
2024-05-01 14:43:00.851271,39,295.89
2024-05-01 14:43:01.890936,40,295.92
2024-05-01 14:43:02.928314,41,295.98
2024-05-01 14:43:03.966276,42,295.99
2024-05-01 14:43:05.035617,43,296.0
2024-05-01 14:43:06.060338,44,296.03
2024-05-01 14:43:07.099133,45,295.97
2024-05-01 14:43:08.140419,46,296.02
2024-05-01 14:43:09.180982,47,295.97
2024-05-01 14:43:10.216231,48,296.07
2024-05-01 14:43:11.254630,49,295.91
2024-05-01 14:43:12.325523,50,296.1
2024-05-01 14:43:13.364302,51,295.95
2024-05-01 14:43:14.402634,52,296.0
2024-05-01 14:43:15.470113,53,296.19
2024-05-01 14:43:16.495492,54,296.19
2024-05-01 14:43:17.534377,55,295.98
2024-05-01 14:43:18.574819,56,295.98
2024-05-01 14:43:19.615363,57,295.92
2024-05-01 14:43:20.650702,58,295.93
2024-05-01 14:43:21.689999,59,296.03
2024-05-01 14:43:22.759814,60,295.9
2024-05-01 14:43:23.799223,61,295.9
2024-05-01 14:43:24.838001,62,295.92
2024-05-01 14:43:25.904375,63,295.88
2024-05-01 14:43:26.930707,64,295.89
2024-05-01 14:43:27.969992,65,296.01
