Timestamp,Time,Temperature
2024-01-30 15:46:34.750323,0,295.09
2024-01-30 15:46:35.786426,1,295.31
2024-01-30 15:46:36.816513,2,295.0
2024-01-30 15:46:37.882495,3,294.79
2024-01-30 15:46:38.909287,4,294.68
2024-01-30 15:46:39.939737,5,294.4
2024-01-30 15:46:40.968061,6,294.72
2024-01-30 15:46:42.027749,7,294.48
2024-01-30 15:46:43.065963,8,294.76
2024-01-30 15:46:44.094341,9,295.21
2024-01-30 15:46:45.127043,10,294.85
2024-01-30 15:46:46.180042,11,295.11
2024-01-30 15:46:47.219094,12,295.54
2024-01-30 15:46:48.251154,13,295.24
2024-01-30 15:46:49.323764,14,295.02
2024-01-30 15:46:50.349145,15,295.16
2024-01-30 15:46:51.379423,16,294.66
2024-01-30 15:46:52.411086,17,295.27
2024-01-30 15:46:53.469682,18,294.54
2024-01-30 15:46:54.505391,19,295.02
2024-01-30 15:46:55.537520,20,294.97
2024-01-30 15:46:56.567865,21,294.72
2024-01-30 15:46:57.620164,22,295.1
2024-01-30 15:46:58.645353,23,295.73
2024-01-30 15:46:59.675143,24,295.15
2024-01-30 15:47:00.706451,25,295.37
2024-01-30 15:47:01.765023,26,295.16
2024-01-30 15:47:02.797849,27,294.96
2024-01-30 15:47:03.830263,28,295.28
2024-01-30 15:47:04.860838,29,295.2
2024-01-30 15:47:05.913277,30,294.71
2024-01-30 15:47:06.940521,31,294.85
2024-01-30 15:47:07.970067,32,294.84
2024-01-30 15:47:08.999604,33,294.93
2024-01-30 15:47:10.058213,34,295.15
2024-01-30 15:47:11.093229,35,295.12
2024-01-30 15:47:12.125978,36,295.51
2024-01-30 15:47:13.153899,37,295.3
2024-01-30 15:47:14.205698,38,295.49
2024-01-30 15:47:15.232340,39,295.6
2024-01-30 15:47:16.265868,40,295.29
2024-01-30 15:47:17.297736,41,295.26
2024-01-30 15:47:18.351284,42,294.88
2024-01-30 15:47:19.387677,43,294.79
2024-01-30 15:47:20.421104,44,295.11
2024-01-30 15:47:21.456002,45,294.95
2024-01-30 15:47:22.496525,46,295.46
2024-01-30 15:47:23.530539,47,295.63
2024-01-30 15:47:24.565646,48,295.51
2024-01-30 15:47:25.600831,49,295.64
2024-01-30 15:47:26.641571,50,295.31
2024-01-30 15:47:27.674595,51,295.22
2024-01-30 15:47:28.704994,52,295.44
2024-01-30 15:47:29.735952,53,295.11
2024-01-30 15:47:30.788287,54,295.09
2024-01-30 15:47:31.825878,55,295.07
2024-01-30 15:47:32.860480,56,294.96
2024-01-30 15:47:33.892611,57,295.27
2024-01-30 15:47:34.933451,58,295.29
2024-01-30 15:47:35.959188,59,295.68
2024-01-30 15:47:36.991941,60,295.69
2024-01-30 15:47:38.022039,61,295.1
2024-01-30 15:47:39.078287,62,295.6
2024-01-30 15:47:40.115524,63,295.52
2024-01-30 15:47:41.147135,64,295.19
2024-01-30 15:47:42.183039,65,295.45
2024-01-30 15:47:43.223749,66,294.73
2024-01-30 15:47:44.257085,67,294.94
2024-01-30 15:47:45.288985,68,295.2
2024-01-30 15:47:46.320545,69,295.28
2024-01-30 15:47:47.373018,70,295.5
2024-01-30 15:47:48.413029,71,295.4
2024-01-30 15:47:49.441459,72,295.53
2024-01-30 15:47:50.471863,73,295.63
2024-01-30 15:47:51.524202,74,295.51
2024-01-30 15:47:52.562085,75,295.32
2024-01-30 15:47:53.591661,76,295.9
2024-01-30 15:47:54.622187,77,295.51
2024-01-30 15:47:55.674301,78,295.33
2024-01-30 15:47:56.699442,79,295.34
2024-01-30 15:47:57.731699,80,295.37
2024-01-30 15:47:58.763759,81,294.9
2024-01-30 15:47:59.819252,82,295.74
2024-01-30 15:48:00.855724,83,295.0
2024-01-30 15:48:01.884627,84,295.15
2024-01-30 15:48:02.914496,85,295.46
2024-01-30 15:48:03.967143,86,295.44
2024-01-30 15:48:05.004743,87,295.88
2024-01-30 15:48:06.037503,88,295.58
2024-01-30 15:48:07.071216,89,295.43
2024-01-30 15:48:08.112454,90,295.69
2024-01-30 15:48:09.146964,91,295.23
2024-01-30 15:48:10.176500,92,295.43
2024-01-30 15:48:11.204873,93,295.63
2024-01-30 15:48:12.257638,94,294.89
2024-01-30 15:48:13.282377,95,295.22
2024-01-30 15:48:14.312393,96,295.07
2024-01-30 15:48:15.344781,97,294.96
2024-01-30 15:48:16.402352,98,295.44
2024-01-30 15:48:17.441930,99,295.19
2024-01-30 15:48:18.470776,100,295.36
2024-01-30 15:48:19.502326,101,295.63
2024-01-30 15:48:20.554384,102,295.19
2024-01-30 15:48:21.579148,103,295.73
2024-01-30 15:48:22.608102,104,295.61
2024-01-30 15:48:23.640806,105,295.32
2024-01-30 15:48:24.699647,106,295.55
2024-01-30 15:48:25.735528,107,295.23
2024-01-30 15:48:26.766814,108,295.22
2024-01-30 15:48:27.800008,109,295.51
2024-01-30 15:48:28.851870,110,295.18
2024-01-30 15:48:29.877009,111,294.99
2024-01-30 15:48:30.907864,112,295.47
2024-01-30 15:48:31.939328,113,295.22
2024-01-30 15:48:32.997649,114,295.73
2024-01-30 15:48:34.031476,115,295.66
2024-01-30 15:48:35.063470,116,295.44
2024-01-30 15:48:36.093732,117,296.07
2024-01-30 15:48:37.146095,118,295.6
2024-01-30 15:48:38.172807,119,295.69
2024-01-30 15:48:39.204850,120,295.8
2024-01-30 15:48:40.237659,121,295.86
2024-01-30 15:48:41.291803,122,295.44
2024-01-30 15:48:42.316959,123,295.47
2024-01-30 15:48:43.349006,124,295.18
