fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.600000 20.862903 21.284209
3.650000 20.599463 20.845306
3.700000 20.348961 20.415317
3.750000 20.106797 19.994052
3.800000 19.868433 19.581323
3.850000 19.629498 19.176949
3.900000 19.385890 18.780752
3.950000 19.133867 18.392557
4.000000 18.870130 18.012195
4.050000 18.591894 17.639499
4.100000 18.296947 17.274308
4.150000 17.983690 16.916461
4.200000 17.651171 16.565806
4.250000 17.299091 16.222189
4.300000 16.927803 15.885463
4.350000 16.538296 15.555483
4.400000 16.132152 15.232107
4.450000 15.711507 14.915197
4.500000 15.278979 14.604618
4.550000 14.837608 14.300238
4.600000 14.390762 14.001926
4.650000 13.942056 13.709558
4.700000 13.495255 13.423008
4.750000 13.054181 13.142156
4.800000 12.622611 12.866884
4.850000 12.204188 12.597076
4.900000 11.802326 12.332620
4.950000 11.420133 12.073403
5.000000 11.060331 11.819319
5.050000 10.725193 11.570262
5.100000 10.416489 11.326127
5.150000 10.135451 11.086814
5.200000 9.882738 10.852224
5.250000 9.658432 10.622259
5.300000 9.462036 10.396825
5.350000 9.292489 10.175829
5.400000 9.148202 9.959181
5.450000 9.027090 9.746791
5.500000 8.926638 9.538572
5.550000 8.843955 9.334441
5.600000 8.775852 9.134312
5.650000 8.718919 8.938106
5.700000 8.669607 8.745742
5.750000 8.624318 8.557143
5.800000 8.579487 8.372231
5.850000 8.531668 8.190933
5.900000 8.477615 8.013175
5.950000 8.414357 7.838886
6.000000 8.339265 7.667995
6.050000 8.250109 7.500435
6.100000 8.145110 7.336137
6.150000 8.022972 7.175037
6.200000 7.882910 7.017070
6.250000 7.724660 6.862173
6.300000 7.548479 6.710285
6.350000 7.355131 6.561344
6.400000 7.145860 6.415293
6.450000 6.922357 6.272073
6.500000 6.686706 6.131627
6.550000 6.441334 5.993901
6.600000 6.188945 5.858839
6.650000 5.932445 5.726390
6.700000 5.674876 5.596499
6.750000 5.419331 5.469118
6.800000 5.168883 5.344195
6.850000 4.926507 5.221682
6.900000 4.695008 5.101532
6.950000 4.476952 4.983696
7.000000 4.274606 4.868130
7.050000 4.089886 4.754788
7.100000 3.924313 4.643626
7.150000 3.778978 4.534601
7.200000 3.654520 4.427671
7.250000 3.551115 4.322795
7.300000 3.468475 4.219932
7.350000 3.405860 4.119042
7.400000 3.362098 4.020086
7.450000 3.335621 3.923027
7.500000 3.324504 3.827826
7.550000 3.326513 3.734448
7.600000 3.339168 3.642857
7.650000 3.359800 3.553017
7.700000 3.385618 3.464894
7.750000 3.413778 3.378455
7.800000 3.441452 3.293666
7.850000 3.465898 3.210495
7.900000 3.484520 3.128911
7.950000 3.494932 3.048883
8.000000 3.495013 2.970379
8.050000 3.482955 2.893371
8.100000 3.457299 2.817830
8.150000 3.416973 2.743725
8.200000 3.361305 2.671030
8.250000 3.290041 2.599718
