fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.550000 10.252189 10.105868
3.600000 10.100426 9.859045
3.650000 9.947450 9.618036
3.700000 9.791014 9.382700
3.750000 9.629124 9.152897
3.800000 9.460082 8.928492
3.850000 9.282522 8.709354
3.900000 9.095437 8.495353
3.950000 8.898197 8.286366
4.000000 8.690554 8.082269
4.050000 8.472647 7.882944
4.100000 8.244985 7.688275
4.150000 8.008432 7.498150
4.200000 7.764177 7.312459
4.250000 7.513697 7.131094
4.300000 7.258717 6.953950
4.350000 7.001160 6.780927
4.400000 6.743096 6.611926
4.450000 6.486685 6.446848
4.500000 6.234122 6.285601
4.550000 5.987577 6.128091
4.600000 5.749143 5.974231
4.650000 5.520779 5.823932
4.700000 5.304264 5.677109
4.750000 5.101149 5.533679
4.800000 4.912723 5.393561
4.850000 4.739978 5.256677
4.900000 4.583590 5.122949
4.950000 4.443901 4.992302
5.000000 4.320910 4.864663
5.050000 4.214281 4.739961
5.100000 4.123349 4.618126
5.150000 4.047139 4.499091
5.200000 3.984392 4.382788
5.250000 3.933598 4.269154
5.300000 3.893034 4.158125
5.350000 3.860809 4.049640
5.400000 3.834910 3.943639
5.450000 3.813249 3.840063
5.500000 3.793720 3.738856
5.550000 3.774245 3.639962
5.600000 3.752827 3.543326
5.650000 3.727595 3.448896
5.700000 3.696848 3.356620
5.750000 3.659096 3.266447
5.800000 3.613089 3.178328
5.850000 3.557851 3.092215
5.900000 3.492691 3.008062
5.950000 3.417225 2.925822
6.000000 3.331375 2.845451
6.050000 3.235367 2.766905
6.100000 3.129724 2.690143
6.150000 3.015246 2.615122
6.200000 2.892985 2.541802
6.250000 2.764221 2.470143
6.300000 2.630420 2.400107
6.350000 2.493197 2.331657
6.400000 2.354276 2.264755
6.450000 2.215442 2.199366
6.500000 2.078494 2.135454
6.550000 1.945205 2.072986
6.600000 1.817273 2.011929
6.650000 1.696278 1.952249
6.700000 1.583647 1.893914
6.750000 1.480619 1.836895
6.800000 1.388211 1.781160
6.850000 1.307200 1.726680
6.900000 1.238104 1.673426
6.950000 1.181168 1.621370
7.000000 1.136367 1.570485
7.050000 1.103402 1.520743
7.100000 1.081713 1.472118
7.150000 1.070495 1.424585
7.200000 1.068719 1.378119
7.250000 1.075163 1.332694
7.300000 1.088437 1.288289
7.350000 1.107025 1.244878
7.400000 1.129319 1.202440
7.450000 1.153664 1.160951
7.500000 1.178393 1.120392
7.550000 1.201874 1.080739
7.600000 1.222545 1.041973
7.650000 1.238953 1.004074
7.700000 1.249789 0.967021
7.750000 1.253918 0.930796
7.800000 1.250402 0.895379
7.850000 1.238528 0.860752
7.900000 1.217812 0.826897
7.950000 1.188018 0.793798
8.000000 1.149155 0.761435
8.050000 1.101475 0.729794
8.100000 1.045464 0.698857
8.150000 0.981827 0.668609
8.200000 0.911468 0.639033
8.250000 0.835463 0.610115
8.300000 0.755033 0.581840
8.350000 0.671514 0.554194
8.400000 0.586315 0.527161
8.450000 0.500891 0.500729
8.500000 0.416698 0.474883
8.550000 0.335163 0.449611
8.600000 0.257644 0.424899
8.650000 0.185398 0.400735
8.700000 0.119554 0.377107
8.750000 0.061081 0.354002
8.800000 0.010769 0.331409
8.850000 -0.030791 0.309316
8.900000 -0.063220 0.287712
8.950000 -0.086353 0.266586
9.000000 -0.100250 0.245927
9.050000 -0.105186 0.225724
9.100000 -0.101641 0.205969
9.150000 -0.090293 0.186649
9.200000 -0.071991 0.167756
9.250000 -0.047740 0.149281
9.300000 -0.018668 0.131213
9.350000 0.013999 0.113544
9.400000 0.048968 0.096264
9.450000 0.084916 0.079365
9.500000 0.120517 0.062839
9.550000 0.154480 0.046677
9.600000 0.185575 0.030871
9.650000 0.212669 0.015413
9.700000 0.234745 0.000295
9.750000 0.250935 -0.014490
