fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.600000 15.274450 14.754807
3.650000 15.113693 14.476628
3.700000 14.942488 14.203785
3.750000 14.758550 13.936169
3.800000 14.560030 13.673673
3.850000 14.345551 13.416194
3.900000 14.114232 13.163630
3.950000 13.865702 12.915882
4.000000 13.600099 12.672853
4.050000 13.318063 12.434448
4.100000 13.020711 12.200573
4.150000 12.709604 11.971137
4.200000 12.386708 11.746053
4.250000 12.054342 11.525232
4.300000 11.715115 11.308590
4.350000 11.371867 11.096043
4.400000 11.027597 10.887509
4.450000 10.685390 10.682910
4.500000 10.348344 10.482166
4.550000 10.019498 10.285201
4.600000 9.701761 10.091941
4.650000 9.397843 9.902312
4.700000 9.110194 9.716243
4.750000 8.840949 9.533664
4.800000 8.591882 9.354505
4.850000 8.364362 9.178700
4.900000 8.159333 9.006183
4.950000 7.977284 8.836889
5.000000 7.818250 8.670756
5.050000 7.681810 8.507721
5.100000 7.567100 8.347724
5.150000 7.472835 8.190706
5.200000 7.397346 8.036609
5.250000 7.338614 7.885376
5.300000 7.294323 7.736952
5.350000 7.261913 7.591282
5.400000 7.238641 7.448312
5.450000 7.221645 7.307991
5.500000 7.208007 7.170268
5.550000 7.194821 7.035091
5.600000 7.179259 6.902413
5.650000 7.158634 6.772185
5.700000 7.130457 6.644359
5.750000 7.092494 6.518890
5.800000 7.042812 6.395733
5.850000 6.979818 6.274843
5.900000 6.902296 6.156177
5.950000 6.809423 6.039692
6.000000 6.700791 5.925347
6.050000 6.576404 5.813100
6.100000 6.436678 5.702913
6.150000 6.282424 5.594745
6.200000 6.114825 5.488558
6.250000 5.935405 5.384315
6.300000 5.745988 5.281978
6.350000 5.548654 5.181512
6.400000 5.345689 5.082881
6.450000 5.139525 4.986050
6.500000 4.932688 4.890985
6.550000 4.727734 4.797654
6.600000 4.527190 4.706022
6.650000 4.333497 4.616059
6.700000 4.148952 4.527732
6.750000 3.975660 4.441012
6.800000 3.815480 4.355867
6.850000 3.669992 4.272268
6.900000 3.540457 4.190187
6.950000 3.427791 4.109594
7.000000 3.332552 4.030462
7.050000 3.254922 3.952763
7.100000 3.194715 3.876471
7.150000 3.151375 3.801559
7.200000 3.123999 3.728002
7.250000 3.111358 3.655774
7.300000 3.111925 3.584851
7.350000 3.123918 3.515208
7.400000 3.145340 3.446821
7.450000 3.174025 3.379668
7.500000 3.207690 3.313724
7.550000 3.243991 3.248969
7.600000 3.280570 3.185379
7.650000 3.315117 3.122933
7.700000 3.345416 3.061609
7.750000 3.369396 3.001388
7.800000 3.385177 2.942249
7.850000 3.391114 2.884171
7.900000 3.385824 2.827135
7.950000 3.368222 2.771123
8.000000 3.337540 2.716114
8.050000 3.293341 2.662090
8.100000 3.235524 2.609035
8.150000 3.164326 2.556928
8.200000 3.080309 2.505754
8.250000 2.984346 2.455495
8.300000 2.877597 2.406134
8.350000 2.761477 2.357654
8.400000 2.637624 2.310040
8.450000 2.507858 2.263276
8.500000 2.374135 2.217346
8.550000 2.238501 2.172235
8.600000 2.103047 2.127927
8.650000 1.969856 2.084409
8.700000 1.840956 2.041666
8.750000 1.718277 1.999683
8.800000 1.603602 1.958447
8.850000 1.498531 1.917944
8.900000 1.404445 1.878161
8.950000 1.322475 1.839085
9.000000 1.253480 1.800702
9.050000 1.198029 1.763001
9.100000 1.156389 1.725969
9.150000 1.128523 1.689593
9.200000 1.114094 1.653862
9.250000 1.112476 1.618764
9.300000 1.122766 1.584287
9.350000 1.143817 1.550421
9.400000 1.174254 1.517154
9.450000 1.212519 1.484476
9.500000 1.256900 1.452375
9.550000 1.305578 1.420842
9.600000 1.356664 1.389866
9.650000 1.408246 1.359437
9.700000 1.458433 1.329545
9.750000 1.505397 1.300180
9.800000 1.547413 1.271334
9.850000 1.582899 1.242996
9.900000 1.610453 1.215157
9.950000 1.628876 1.187809
10.000000 1.637204 1.160943
10.050000 1.634727 1.134549
10.100000 1.620998 1.108620
10.150000 1.595845 1.083147
10.200000 1.559371 1.058123
10.250000 1.511945 1.033538
10.300000 1.454199 1.009385
10.350000 1.387000 0.985656
10.400000 1.311438 0.962344
10.450000 1.228790 0.939441
10.500000 1.140495 0.916940
10.550000 1.048116 0.894834
10.600000 0.953302 0.873115
10.650000 0.857753 0.851778
10.700000 0.763175 0.830814
10.750000 0.671245 0.810217
10.800000 0.583573 0.789981
10.850000 0.501659 0.770099
10.900000 0.426868 0.750565
10.950000 0.360395 0.731373
11.000000 0.303240 0.712516
11.050000 0.256187 0.693989
11.100000 0.219788 0.675786
11.150000 0.194353 0.657901
11.200000 0.179943 0.640328
11.250000 0.176375 0.623062
11.300000 0.183224 0.606097
11.350000 0.199838 0.589428
11.400000 0.225355 0.573050
11.450000 0.258722 0.556958
11.500000 0.298725 0.541146
11.550000 0.344014 0.525610
11.600000 0.393139 0.510344
11.650000 0.444583 0.495344
11.700000 0.496794 0.480605
11.750000 0.548228 0.466123
11.800000 0.597377 0.451893
11.850000 0.642806 0.437910
11.900000 0.683188 0.424171
11.950000 0.717328 0.410670
12.000000 0.744194 0.397404
12.050000 0.762933 0.384369
12.100000 0.772896 0.371559
12.150000 0.773645 0.358973
