fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.600000 41.449073 39.950814
3.650000 41.079097 39.246993
3.700000 40.671342 38.555553
3.750000 40.218499 37.876260
3.800000 39.714809 37.208885
3.850000 39.156196 36.553204
3.900000 38.540353 35.908997
3.950000 37.866792 35.276050
4.000000 37.136833 34.654152
4.050000 36.353551 34.043097
4.100000 35.521683 33.442682
4.150000 34.647483 32.852710
4.200000 33.738546 32.272988
4.250000 32.803594 31.703325
4.300000 31.852234 31.143536
4.350000 30.894699 30.593437
4.400000 29.941568 30.052852
4.450000 29.003485 29.521604
4.500000 28.090876 28.999522
4.550000 27.213670 28.486439
4.600000 26.381041 27.982189
4.650000 25.601169 27.486612
4.700000 24.881029 26.999549
4.750000 24.226210 26.520845
4.800000 23.640778 26.050348
4.850000 23.127172 25.587910
4.900000 22.686151 25.133384
4.950000 22.316780 24.686626
5.000000 22.016461 24.247498
5.050000 21.781011 23.815861
5.100000 21.604778 23.391580
5.150000 21.480792 22.974523
5.200000 21.400957 22.564560
5.250000 21.356264 22.161564
5.300000 21.337031 21.765410
5.350000 21.333157 21.375976
5.400000 21.334383 20.993142
5.450000 21.330564 20.616791
5.500000 21.311922 20.246806
5.550000 21.269306 19.883074
5.600000 21.194414 19.525485
5.650000 21.080009 19.173930
5.700000 20.920094 18.828301
5.750000 20.710059 18.488494
5.800000 20.446789 18.154406
5.850000 20.128731 17.825936
5.900000 19.755925 17.502985
5.950000 19.329986 17.185456
6.000000 18.854051 16.873253
6.050000 18.332681 16.566283
6.100000 17.771734 16.264454
6.150000 17.178196 15.967677
6.200000 16.559993 15.675862
6.250000 15.925770 15.388924
6.300000 15.284663 15.106776
6.350000 14.646051 14.829335
6.400000 14.019309 14.556520
6.450000 13.413557 14.288250
6.500000 12.837429 14.024445
6.550000 12.298839 13.765029
6.600000 11.804784 13.509925
6.650000 11.361163 13.259059
6.700000 10.972628 13.012356
6.750000 10.642467 12.769746
6.800000 10.372531 12.531157
6.850000 10.163188 12.296521
6.900000 10.013323 12.065768
6.950000 9.920379 11.838833
7.000000 9.880425 11.615649
7.050000 9.888275 11.396152
7.100000 9.937620 11.180278
7.150000 10.021210 10.967967
7.200000 10.131040 10.759155
7.250000 10.258566 10.553785
7.300000 10.394930 10.351796
7.350000 10.531193 10.153131
7.400000 10.658565 9.957733
7.450000 10.768637 9.765546
7.500000 10.853592 9.576517
7.550000 10.906405 9.390590
7.600000 10.921023 9.207714
7.650000 10.892511 9.027836
7.700000 10.817175 8.850905
7.750000 10.692647 8.676872
7.800000 10.517938 8.505687
7.850000 10.293451 8.337303
7.900000 10.020963 8.171671
7.950000 9.703565 8.008745
8.000000 9.345573 7.848480
8.050000 8.952404 7.690830
8.100000 8.530428 7.535751
8.150000 8.086790 7.383201
8.200000 7.629223 7.233136
8.250000 7.165834 7.085515
8.300000 6.704892 6.940296
8.350000 6.254610 6.797440
8.400000 5.822928 6.656906
8.450000 5.417308 6.518655
8.500000 5.044539 6.382650
8.550000 4.710564 6.248853
8.600000 4.420331 6.117227
8.650000 4.177668 5.987734
8.700000 3.985188 5.860341
8.750000 3.844232 5.735011
8.800000 3.754837 5.611711
8.850000 3.715747 5.490405
8.900000 3.724451 5.371062
8.950000 3.777259 5.253649
9.000000 3.869402 5.138133
9.050000 3.995166 5.024482
9.100000 4.148046 4.912667
9.150000 4.320920 4.802655
9.200000 4.506240 4.694418
9.250000 4.696231 4.587926
9.300000 4.883093 4.483150
9.350000 5.059208 4.380062
9.400000 5.217332 4.278633
9.450000 5.350788 4.178836
9.500000 5.453630 4.080644
9.550000 5.520794 3.984031
9.600000 5.548227 3.888971
9.650000 5.532981 3.795438
9.700000 5.473284 3.703406
9.750000 5.368580 3.612851
9.800000 5.219528 3.523749
9.850000 5.027983 3.436076
9.900000 4.796936 3.349808
9.950000 4.530425 3.264923
10.000000 4.233426 3.181396
10.050000 3.911713 3.099207
10.100000 3.571702 3.018333
10.150000 3.220280 2.938752
10.200000 2.864616 2.860444
10.250000 2.511979 2.783388
10.300000 2.169539 2.707562
10.350000 1.844184 2.632947
10.400000 1.542343 2.559524
10.450000 1.269813 2.487272
10.500000 1.031622 2.416172
10.550000 0.831891 2.346206
10.600000 0.673743 2.277355
10.650000 0.559216 2.209601
10.700000 0.489229 2.142926
10.750000 0.463554 2.077313
10.800000 0.480837 2.012743
10.850000 0.538636 1.949201
10.900000 0.633495 1.886669
10.950000 0.761037 1.825131
11.000000 0.916090 1.764571
11.050000 1.092819 1.704973
11.100000 1.284893 1.646322
11.150000 1.485642 1.588601
11.200000 1.688244 1.531796
11.250000 1.885895 1.475892
11.300000 2.071993 1.420875
11.350000 2.240306 1.366730
11.400000 2.385129 1.313442
11.450000 2.501437 1.260999
11.500000 2.585003 1.209386
