fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.600000 20.971965 20.048245
3.650000 20.591227 19.609362
3.700000 20.195569 19.179952
3.750000 19.784171 18.759801
3.800000 19.356829 18.348699
3.850000 18.913955 17.946443
3.900000 18.456552 17.552834
3.950000 17.986180 17.167676
4.000000 17.504910 16.790780
4.050000 17.015265 16.421962
4.100000 16.520146 16.061039
4.150000 16.022760 15.707836
4.200000 15.526527 15.362180
4.250000 15.035000 15.023902
4.300000 14.551764 14.692840
4.350000 14.080351 14.368832
4.400000 13.624148 14.051721
4.450000 13.186311 13.741355
4.500000 12.769691 13.437585
4.550000 12.376757 13.140264
4.600000 12.009542 12.849251
4.650000 11.669588 12.564405
4.700000 11.357915 12.285592
4.750000 11.074995 12.012678
4.800000 10.820739 11.745534
4.850000 10.594508 11.484033
4.900000 10.395121 11.228052
4.950000 10.220896 10.977469
5.000000 10.069682 10.732167
5.050000 9.938920 10.492030
5.100000 9.825703 10.256945
5.150000 9.726846 10.026803
5.200000 9.638967 9.801496
5.250000 9.558562 9.580918
5.300000 9.482097 9.364968
5.350000 9.406083 9.153544
5.400000 9.327165 8.946548
5.450000 9.242196 8.743885
5.500000 9.148312 8.545460
5.550000 9.042992 8.351183
5.600000 8.924122 8.160964
5.650000 8.790033 7.974714
5.700000 8.639539 7.792350
5.750000 8.471959 7.613786
5.800000 8.287129 7.438941
5.850000 8.085396 7.267736
5.900000 7.867604 7.100093
5.950000 7.635070 6.935934
6.000000 7.389542 6.775185
6.050000 7.133153 6.617774
6.100000 6.868364 6.463628
6.150000 6.597899 6.312679
6.200000 6.324675 6.164858
6.250000 6.051727 6.020098
6.300000 5.782132 5.878333
6.350000 5.518933 5.739501
6.400000 5.265061 5.603539
6.450000 5.023268 5.470386
6.500000 4.796053 5.339982
6.550000 4.585610 5.212269
6.600000 4.393770 5.087190
6.650000 4.221961 4.964688
6.700000 4.071174 4.844711
6.750000 3.941943 4.727203
6.800000 3.834332 4.612113
6.850000 3.747941 4.499390
6.900000 3.681912 4.388984
