Study Name	Cu-110
Sample Name	2024-05-01
Run Name	cooldown
Operator	Angus+Akarsh
Date	5/1/2024
Time	14:47
Sign	FIX
Grating Spacing	03.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	4
dt	50.000001E-12
time stamp (ms)	2:51:26 PM
	
Time	Amplitude
0.000000E+0	1.764329E-3
5.000000E-11	1.904791E-3
1.000000E-10	2.031548E-3
1.500000E-10	2.134325E-3
2.000000E-10	2.240528E-3
2.500000E-10	2.343304E-3
3.000000E-10	2.398119E-3
3.500000E-10	2.428952E-3
4.000000E-10	2.446081E-3
4.500000E-10	2.435804E-3
5.000000E-10	2.394693E-3
5.500000E-10	2.346730E-3
6.000000E-10	2.271361E-3
6.500000E-10	2.168584E-3
7.000000E-10	2.082937E-3
7.500000E-10	2.010993E-3
8.000000E-10	1.921920E-3
8.500000E-10	1.832847E-3
9.000000E-10	1.760903E-3
9.500000E-10	1.682108E-3
1.000000E-9	1.589609E-3
1.050000E-9	1.531369E-3
1.100000E-9	1.490258E-3
1.150000E-9	1.462851E-3
1.200000E-9	1.462851E-3
1.250000E-9	1.486832E-3
1.300000E-9	1.531369E-3
1.350000E-9	1.620442E-3
1.400000E-9	1.706089E-3
1.450000E-9	1.733496E-3
1.500000E-9	1.754051E-3
1.550000E-9	1.805440E-3
1.600000E-9	1.856828E-3
1.650000E-9	1.880809E-3
1.700000E-9	1.908216E-3
1.750000E-9	1.945901E-3
1.800000E-9	1.959605E-3
1.850000E-9	1.952753E-3
1.900000E-9	1.959605E-3
1.950000E-9	1.976734E-3
2.000000E-9	1.983586E-3
2.050000E-9	1.983586E-3
2.100000E-9	2.010993E-3
2.150000E-9	2.069233E-3
2.200000E-9	2.106918E-3
2.250000E-9	2.089789E-3
2.300000E-9	2.058956E-3
2.350000E-9	2.052104E-3
2.400000E-9	2.034974E-3
2.450000E-9	1.976734E-3
2.500000E-9	1.901365E-3
2.550000E-9	1.819143E-3
2.600000E-9	1.726644E-3
2.650000E-9	1.627293E-3
2.700000E-9	1.551924E-3
2.750000E-9	1.521091E-3
2.800000E-9	1.503961E-3
2.850000E-9	1.469703E-3
2.900000E-9	1.476554E-3
2.950000E-9	1.538220E-3
3.000000E-9	1.579331E-3
3.050000E-9	1.572479E-3
3.100000E-9	1.589609E-3
3.150000E-9	1.627293E-3
3.200000E-9	1.623868E-3
3.250000E-9	1.596460E-3
3.300000E-9	1.579331E-3
3.350000E-9	1.572479E-3
3.400000E-9	1.579331E-3
3.450000E-9	1.606738E-3
3.500000E-9	1.661552E-3
3.550000E-9	1.771181E-3
3.600000E-9	1.935624E-3
3.650000E-9	2.093215E-3
3.700000E-9	2.240528E-3
3.750000E-9	2.391267E-3
3.800000E-9	2.507747E-3
3.850000E-9	2.542006E-3
3.900000E-9	2.507747E-3
3.950000E-9	2.432378E-3
4.000000E-9	2.298768E-3
