fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.650000 36.868766 35.600338
3.700000 36.477664 34.952876
3.750000 36.058851 34.317102
3.800000 35.607095 33.692791
3.850000 35.118294 33.079722
3.900000 34.589567 32.477680
3.950000 34.019305 31.886454
4.000000 33.407201 31.305835
4.050000 32.754237 30.735622
4.100000 32.062647 30.175617
4.150000 31.335846 29.625624
4.200000 30.578336 29.085454
4.250000 29.795578 28.554921
4.300000 28.993846 28.033842
4.350000 28.180066 27.522038
4.400000 27.361634 27.019335
4.450000 26.546227 26.525561
4.500000 25.741608 26.040549
4.550000 24.955431 25.564133
4.600000 24.195052 25.096152
4.650000 23.467344 24.636449
4.700000 22.778529 24.184870
4.750000 22.134030 23.741262
4.800000 21.538337 23.305477
4.850000 20.994902 22.877369
4.900000 20.506057 22.456797
4.950000 20.072967 22.043619
5.000000 19.695601 21.637700
5.050000 19.372744 21.238905
5.100000 19.102029 20.847103
5.150000 18.880003 20.462164
5.200000 18.702218 20.083963
5.250000 18.563340 19.712375
5.300000 18.457288 19.347279
5.350000 18.377387 18.988556
5.400000 18.316529 18.636088
5.450000 18.267349 18.289763
5.500000 18.222407 17.949467
5.550000 18.174368 17.615091
5.600000 18.116175 17.286527
5.650000 18.041220 16.963668
5.700000 17.943499 16.646412
5.750000 17.817752 16.334656
5.800000 17.659583 16.028301
5.850000 17.465561 15.727249
5.900000 17.233288 15.431405
5.950000 16.961456 15.140673
6.000000 16.649861 14.854962
6.050000 16.299398 14.574182
6.100000 15.912034 14.298243
6.150000 15.490740 14.027058
6.200000 15.039417 13.760543
6.250000 14.562783 13.498612
6.300000 14.066256 13.241185
6.350000 13.555809 12.988181
6.400000 13.037818 12.739519
6.450000 12.518901 12.495124
6.500000 12.005754 12.254918
6.550000 11.504979 12.018827
6.600000 11.022927 11.786778
6.650000 10.565540 11.558698
6.700000 10.138205 11.334517
6.750000 9.745626 11.114167
6.800000 9.391715 10.897578
6.850000 9.079497 10.684685
6.900000 8.811040 10.475421
6.950000 8.587418 10.269724
7.000000 8.408679 10.067528
7.050000 8.273863 9.868774
7.100000 8.181021 9.673400
7.150000 8.127277 9.481346
7.200000 8.108900 9.292554
7.250000 8.121401 9.106967
7.300000 8.159652 8.924528
7.350000 8.218008 8.745183
7.400000 8.290453 8.568876
7.450000 8.370750 8.395554
7.500000 8.452591 8.225166
7.550000 8.529752 8.057660
7.600000 8.596244 7.892985
7.650000 8.646458 7.731092
7.700000 8.675294 7.571933
7.750000 8.678287 7.415459
7.800000 8.651706 7.261625
7.850000 8.592639 7.110383
7.900000 8.499056 6.961690
7.950000 8.369856 6.815500
8.000000 8.204877 6.671770
8.050000 8.004900 6.530457
8.100000 7.771616 6.391520
8.150000 7.507577 6.254918
8.200000 7.216127 6.120609
8.250000 6.901313 5.988554
8.300000 6.567778 5.858714
8.350000 6.220642 5.731052
8.400000 5.865372 5.605529
8.450000 5.507644 5.482108
8.500000 5.153202 5.360753
8.550000 4.807714 5.241429
8.600000 4.476635 5.124100
8.650000 4.165074 5.008733
8.700000 3.877667 4.895293
8.750000 3.618471 4.783747
8.800000 3.390867 4.674063
8.850000 3.197477 4.566210
8.900000 3.040114 4.460154
8.950000 2.919734 4.355867
9.000000 2.836424 4.253317
9.050000 2.789405 4.152474
9.100000 2.777055 4.053310
9.150000 2.796957 3.955796
9.200000 2.845965 3.859904
9.250000 2.920281 3.765605
9.300000 3.015559 3.672873
9.350000 3.127010 3.581681
9.400000 3.249524 3.492003
9.450000 3.377799 3.403813
9.500000 3.506469 3.317086
9.550000 3.630238 3.231796
9.600000 3.744006 3.147920
9.650000 3.842994 3.065433
9.700000 3.922857 2.984312
9.750000 3.979787 2.904533
9.800000 4.010600 2.826074
9.850000 4.012812 2.748913
9.900000 3.984691 2.673027
9.950000 3.925293 2.598395
10.000000 3.834479 2.524996
10.050000 3.712913 2.452808
10.100000 3.562036 2.381812
10.150000 3.384027 2.311987
10.200000 3.181742 2.243314
10.250000 2.958636 2.175772
10.300000 2.718676 2.109344
10.350000 2.466240 2.044009
10.400000 2.206003 1.979750
10.450000 1.942821 1.916549
10.500000 1.681609 1.854388
10.550000 1.427224 1.793249
10.600000 1.184338 1.733115
10.650000 0.957333 1.673970
10.700000 0.750190 1.615796
10.750000 0.566395 1.558577
10.800000 0.408859 1.502298
10.850000 0.279850 1.446942
10.900000 0.180939 1.392494
10.950000 0.112972 1.338939
11.000000 0.076050 1.286262
11.050000 0.069535 1.234448
11.100000 0.092069 1.183484
11.150000 0.141615 1.133353
11.200000 0.215507 1.084043
11.250000 0.310528 1.035541
11.300000 0.422985 0.987831
11.350000 0.548807 0.940902
11.400000 0.683648 0.894740
11.450000 0.822993 0.849332
11.500000 0.962270 0.804667
11.550000 1.096964 0.760730
11.600000 1.222725 0.717511
11.650000 1.335476 0.674998
11.700000 1.431507 0.633178
11.750000 1.507563 0.592040
11.800000 1.560923 0.551572
11.850000 1.589460 0.511765
11.900000 1.591689 0.472606
11.950000 1.566796 0.434085
12.000000 1.514654 0.396191
12.050000 1.435824 0.358915
12.100000 1.331528 0.322244
12.150000 1.203619 0.286171
12.200000 1.054529 0.250684
12.250000 0.887205 0.215774
12.300000 0.705032 0.181432
12.350000 0.511746 0.147648
12.400000 0.311339 0.114412
12.450000 0.107962 0.081717
12.500000 -0.094184 0.049552
12.550000 -0.290946 0.017909
12.600000 -0.478322 -0.013220
12.650000 -0.652561 -0.043845
12.700000 -0.810249 -0.073972
12.750000 -0.948395 -0.103612
12.800000 -1.064497 -0.132770
12.850000 -1.156600 -0.161457
12.900000 -1.223344 -0.189679
12.950000 -1.263988 -0.217443
13.000000 -1.278425 -0.244759
13.050000 -1.267182 -0.271632
13.100000 -1.231399 -0.298070
13.150000 -1.172799 -0.324080
13.200000 -1.093638 -0.349670
13.250000 -0.996651 -0.374847
13.300000 -0.884976 -0.399616
13.350000 -0.762077 -0.423985
13.400000 -0.631656 -0.447960
13.450000 -0.497561 -0.471548
13.500000 -0.363689 -0.494756
13.550000 -0.233893 -0.517588
13.600000 -0.111886 -0.540053
13.650000 -0.001150 -0.562154
13.700000 0.095144 -0.583900
13.750000 0.174212 -0.605294
13.800000 0.233724 -0.626344
13.850000 0.271857 -0.647054
13.900000 0.287334 -0.667431
13.950000 0.279451 -0.687479
14.000000 0.248091 -0.707205
14.050000 0.193722 -0.726613
14.100000 0.117380 -0.745708
14.150000 0.020637 -0.764497
14.200000 -0.094436 -0.782983
14.250000 -0.225330 -0.801171
14.300000 -0.369161 -0.819067
14.350000 -0.522741 -0.836675
14.400000 -0.682663 -0.854001
14.450000 -0.845384 -0.871047
14.500000 -1.007312 -0.887820
14.550000 -1.164899 -0.904324
14.600000 -1.314721 -0.920562
14.650000 -1.453568 -0.936540
14.700000 -1.578516 -0.952261
14.750000 -1.686999 -0.967730
14.800000 -1.776869 -0.982951
14.850000 -1.846444 -0.997928
14.900000 -1.894548 -1.012664
14.950000 -1.920534 -1.027164
15.000000 -1.924297 -1.041432
15.050000 -1.906271 -1.055471
15.100000 -1.867415 -1.069285
15.150000 -1.809188 -1.082878
15.200000 -1.733503 -1.096253
15.250000 -1.642684 -1.109414
15.300000 -1.539400 -1.122364
15.350000 -1.426602 -1.135107
15.400000 -1.307442 -1.147646
15.450000 -1.185202 -1.159984
15.500000 -1.063206 -1.172125
15.550000 -0.944743 -1.184072
15.600000 -0.832982 -1.195828
15.650000 -0.730902 -1.207396
15.700000 -0.641213 -1.218779
15.750000 -0.566297 -1.229980
15.800000 -0.508150 -1.241002
15.850000 -0.468337 -1.251849
15.900000 -0.447958 -1.262521
15.950000 -0.447621 -1.273024
16.000000 -0.467436 -1.283359
16.050000 -0.507014 -1.293529
16.100000 -0.565478 -1.303536
16.150000 -0.641494 -1.313384
16.200000 -0.733303 -1.323075
16.250000 -0.838769 -1.332612
16.300000 -0.955433 -1.341996
16.350000 -1.080579 -1.351231
16.400000 -1.211300 -1.360318
16.450000 -1.344571 -1.369261
16.500000 -1.477325 -1.378061
16.550000 -1.606530 -1.386722
16.600000 -1.729258 -1.395244
16.650000 -1.842764 -1.403630
16.700000 -1.944542 -1.411883
16.750000 -2.032395 -1.420005
16.800000 -2.104478 -1.427997
16.850000 -2.159346 -1.435862
16.900000 -2.195983 -1.443603
16.950000 -2.213824 -1.451220
17.000000 -2.212769 -1.458715
17.050000 -2.193178 -1.466092
17.100000 -2.155857 -1.473352
17.150000 -2.102041 -1.480496
17.200000 -2.033354 -1.487526
17.250000 -1.951772 -1.494445
17.300000 -1.859566 -1.501254
17.350000 -1.759247 -1.507955
17.400000 -1.653505 -1.514549
17.450000 -1.545137 -1.521039
17.500000 -1.436979 -1.527425
17.550000 -1.331840 -1.533711
17.600000 -1.232427 -1.539896
17.650000 -1.141285 -1.545984
17.700000 -1.060734 -1.551975
17.750000 -0.992812 -1.557870
17.800000 -0.939229 -1.563673
17.850000 -0.901331 -1.569383
17.900000 -0.880062 -1.575003
17.950000 -0.875952 -1.580534
18.000000 -0.889102 -1.585977
18.050000 -0.919190 -1.591334
18.100000 -0.965475 -1.596606
18.150000 -1.026825 -1.601794
18.200000 -1.101745 -1.606901
18.250000 -1.188419 -1.611926
18.300000 -1.284752 -1.616872
18.350000 -1.388428 -1.621740
18.400000 -1.496969 -1.626531
18.450000 -1.607793 -1.631245
18.500000 -1.718281 -1.635886
18.550000 -1.825842 -1.640452
18.600000 -1.927976 -1.644947
18.650000 -2.022330 -1.649371
18.700000 -2.106764 -1.653724
18.750000 -2.179392 -1.658009
18.800000 -2.238633 -1.662226
18.850000 -2.283243 -1.666376
18.900000 -2.312347 -1.670461
18.950000 -2.325454 -1.674481
19.000000 -2.322467 -1.678438
19.050000 -2.303685 -1.682333
19.100000 -2.269788 -1.686165
19.150000 -2.221820 -1.689938
19.200000 -2.161161 -1.693650
19.250000 -2.089490 -1.697304
19.300000 -2.008741 -1.700901
19.350000 -1.921052 -1.704441
19.400000 -1.828717 -1.707924
19.450000 -1.734119 -1.711353
19.500000 -1.639682 -1.714728
19.550000 -1.547802 -1.718050
19.600000 -1.460793 -1.721319
19.650000 -1.380829 -1.724537
19.700000 -1.309897 -1.727703
19.750000 -1.249740 -1.730821
19.800000 -1.201825 -1.733888
19.850000 -1.167308 -1.736908
19.900000 -1.147001 -1.739880
19.950000 -1.141366 -1.742805
20.000000 -1.150496 -1.745684
20.050000 -1.174121 -1.748518
20.100000 -1.211620 -1.751307
20.150000 -1.262031 -1.754052
20.200000 -1.324085 -1.756754
20.250000 -1.396236 -1.759414
20.300000 -1.476701 -1.762032
20.350000 -1.563506 -1.764608
20.400000 -1.654537 -1.767144
20.450000 -1.747592 -1.769640
20.500000 -1.840434 -1.772097
20.550000 -1.930851 -1.774515
20.600000 -2.016704 -1.776895
20.650000 -2.095983 -1.779238
20.700000 -2.166855 -1.781544
20.750000 -2.227705 -1.783813
20.800000 -2.277176 -1.786047
20.850000 -2.314200 -1.788246
20.900000 -2.338022 -1.790410
20.950000 -2.348214 -1.792541
21.000000 -2.344688 -1.794637
21.050000 -2.327689 -1.796701
21.100000 -2.297791 -1.798733
21.150000 -2.255878 -1.800732
21.200000 -2.203122 -1.802701
21.250000 -2.140951 -1.804638
21.300000 -2.071009 -1.806545
21.350000 -1.995120 -1.808422
21.400000 -1.915237 -1.810269
21.450000 -1.833396 -1.812088
21.500000 -1.751663 -1.813878
21.550000 -1.672085 -1.815640
21.600000 -1.596639 -1.817374
21.650000 -1.527185 -1.819081
21.700000 -1.465420 -1.820761
21.750000 -1.412840 -1.822415
21.800000 -1.370702 -1.824043
21.850000 -1.339996 -1.825646
21.900000 -1.321425 -1.827223
21.950000 -1.315387 -1.828776
22.000000 -1.321970 -1.830305
22.050000 -1.340951 -1.831809
22.100000 -1.371804 -1.833290
22.150000 -1.413715 -1.834747
22.200000 -1.465607 -1.836182
22.250000 -1.526162 -1.837595
22.300000 -1.593865 -1.838985
22.350000 -1.667032 -1.840353
22.400000 -1.743861 -1.841700
22.450000 -1.822474 -1.843026
22.500000 -1.900960 -1.844332
22.550000 -1.977430 -1.845616
22.600000 -2.050056 -1.846881
22.650000 -2.117120 -1.848126
22.700000 -2.177051 -1.849352
22.750000 -2.228468 -1.850558
22.800000 -2.270206 -1.851745
22.850000 -2.301348 -1.852914
22.900000 -2.321242 -1.854065
22.950000 -2.329518 -1.855197
23.000000 -2.326092 -1.856312
23.050000 -2.311169 -1.857410
23.100000 -2.285230 -1.858490
23.150000 -2.249027 -1.859553
23.200000 -2.203552 -1.860600
23.250000 -2.150021 -1.861630
23.300000 -2.089833 -1.862645
23.350000 -2.024542 -1.863643
23.400000 -1.955813 -1.864626
23.450000 -1.885383 -1.865594
23.500000 -1.815015 -1.866546
23.550000 -1.746457 -1.867484
23.600000 -1.681398 -1.868407
23.650000 -1.621430 -1.869315
23.700000 -1.568003 -1.870210
23.750000 -1.522399 -1.871090
23.800000 -1.485695 -1.871957
23.850000 -1.458742 -1.872810
23.900000 -1.442146 -1.873650
23.950000 -1.436252 -1.874476
24.000000 -1.441141 -1.875290
24.050000 -1.456628 -1.876091
24.100000 -1.482270 -1.876880
24.150000 -1.517377 -1.877656
24.200000 -1.561034 -1.878420
24.250000 -1.612122 -1.879173
24.300000 -1.669348 -1.879913
24.350000 -1.731279 -1.880642
24.400000 -1.796379 -1.881360
24.450000 -1.863044 -1.882066
24.500000 -1.929644 -1.882762
24.550000 -1.994565 -1.883447
