fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.700000 31.193108 28.903783
3.750000 31.141250 28.346208
3.800000 31.023507 27.799206
3.850000 30.830975 27.262564
3.900000 30.556954 26.736076
3.950000 30.197051 26.219536
4.000000 29.749243 25.712747
4.050000 29.213867 25.215514
4.100000 28.593561 24.727647
4.150000 27.893155 24.248958
4.200000 27.119506 23.779266
4.250000 26.281288 23.318393
4.300000 25.388752 22.866164
4.350000 24.453440 22.422408
4.400000 23.487885 21.986957
4.450000 22.505288 21.559649
4.500000 21.519188 21.140323
4.550000 20.543130 20.728822
4.600000 19.590337 20.324993
4.650000 18.673400 19.928685
4.700000 17.803987 19.539752
4.750000 16.992581 19.158048
4.800000 16.248252 18.783435
4.850000 15.578462 18.415772
4.900000 14.988919 18.054926
4.950000 14.483475 17.700763
5.000000 14.064062 17.353155
5.050000 13.730687 17.011973
5.100000 13.481464 16.677094
5.150000 13.312694 16.348396
5.200000 13.218983 16.025760
5.250000 13.193409 15.709069
5.300000 13.227703 15.398209
5.350000 13.312479 15.093067
5.400000 13.437472 14.793533
5.450000 13.591796 14.499500
5.500000 13.764216 14.210864
5.550000 13.943417 13.927519
5.600000 14.118272 13.649367
5.650000 14.278103 13.376306
5.700000 14.412920 13.108241
5.750000 14.513643 12.845075
5.800000 14.572303 12.586717
5.850000 14.582199 12.333074
5.900000 14.538036 12.084057
5.950000 14.436019 11.839579
6.000000 14.273910 11.599552
6.050000 14.051050 11.363894
6.100000 13.768343 11.132522
6.150000 13.428198 10.905354
6.200000 13.034441 10.682312
6.250000 12.592197 10.463318
6.300000 12.107737 10.248295
6.350000 11.588306 10.037168
6.400000 11.041929 9.829866
6.450000 10.477204 9.626315
6.500000 9.903085 9.426446
6.550000 9.328659 9.230189
6.600000 8.762924 9.037477
6.650000 8.214582 8.848244
6.700000 7.691827 8.662425
6.750000 7.202168 8.479955
6.800000 6.752254 8.300774
6.850000 6.347740 8.124818
6.900000 5.993162 7.952029
6.950000 5.691859 7.782347
7.000000 5.445907 7.615715
7.050000 5.256100 7.452076
7.100000 5.121952 7.291375
7.150000 5.041733 7.133557
7.200000 5.012535 6.978568
7.250000 5.030361 6.826357
7.300000 5.090240 6.676872
7.350000 5.186368 6.530063
7.400000 5.312254 6.385880
7.450000 5.460893 6.244275
7.500000 5.624938 6.105200
7.550000 5.796882 5.968609
7.600000 5.969237 5.834457
7.650000 6.134712 5.702698
7.700000 6.286380 5.573288
7.750000 6.417838 5.446184
7.800000 6.523341 5.321344
7.850000 6.597932 5.198727
7.900000 6.637537 5.078292
7.950000 6.639048 4.959998
8.000000 6.600375 4.843807
8.050000 6.520474 4.729680
8.100000 6.399350 4.617580
8.150000 6.238038 4.507470
8.200000 6.038553 4.399312
8.250000 5.803826 4.293073
8.300000 5.537612 4.188716
8.350000 5.244385 4.086208
8.400000 4.929217 3.985515
8.450000 4.597644 3.886603
8.500000 4.255525 3.789442
8.550000 3.908894 3.693998
8.600000 3.563814 3.600240
8.650000 3.226233 3.508139
8.700000 2.901841 3.417664
8.750000 2.595939 3.328786
8.800000 2.313324 3.241475
8.850000 2.058180 3.155704
8.900000 1.833992 3.071445
8.950000 1.643476 2.988669
9.000000 1.488529 2.907352
9.050000 1.370200 2.827465
9.100000 1.288680 2.748984
9.150000 1.243315 2.671883
9.200000 1.232638 2.596138
9.250000 1.254416 2.521723
9.300000 1.305723 2.448616
9.350000 1.383020 2.376792
9.400000 1.482248 2.306228
9.450000 1.598940 2.236902
9.500000 1.728330 2.168792
9.550000 1.865474 2.101875
9.600000 2.005369 2.036131
9.650000 2.143075 1.971539
9.700000 2.273829 1.908077
9.750000 2.393152 1.845725
9.800000 2.496956 1.784465
9.850000 2.581624 1.724276
9.900000 2.644096 1.665138
9.950000 2.681920 1.607034
10.000000 2.693308 1.549945
10.050000 2.677156 1.493853
10.100000 2.633062 1.438740
10.150000 2.561320 1.384588
10.200000 2.462897 1.331380
10.250000 2.339398 1.279100
10.300000 2.193015 1.227732
10.350000 2.026461 1.177258
10.400000 1.842898 1.127663
10.450000 1.645847 1.078932
10.500000 1.439105 1.031049
10.550000 1.226641 0.983998
10.600000 1.012502 0.937766
10.650000 0.800715 0.892338
10.700000 0.595190 0.847699
10.750000 0.399629 0.803835
