fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.500000 20.063897 19.530478
3.550000 19.786380 19.092563
3.600000 19.500009 18.664293
3.650000 19.201238 18.245448
3.700000 18.887095 17.835808
3.750000 18.555243 17.435163
3.800000 18.204024 17.043305
3.850000 17.832491 16.660032
3.900000 17.440419 16.285148
3.950000 17.028300 15.918461
4.000000 16.597317 15.559783
4.050000 16.149308 15.208931
4.100000 15.686706 14.865728
4.150000 15.212474 14.529998
4.200000 14.730018 14.201573
4.250000 14.243099 13.880286
4.300000 13.755732 13.565977
4.350000 13.272079 13.258486
4.400000 12.796345 12.957660
4.450000 12.332668 12.663348
4.500000 11.885014 12.375404
4.550000 11.457079 12.093685
4.600000 11.052197 11.818050
4.650000 10.673253 11.548363
4.700000 10.322622 11.284490
4.750000 10.002102 11.026302
4.800000 9.712878 10.773671
4.850000 9.455493 10.526473
4.900000 9.229839 10.284587
4.950000 9.035161 10.047895
5.000000 8.870076 9.816280
5.050000 8.732617 9.589631
5.100000 8.620276 9.367837
5.150000 8.530071 9.150789
5.200000 8.458624 8.938384
5.250000 8.402238 8.730518
5.300000 8.356996 8.527090
5.350000 8.318849 8.328004
5.400000 8.283722 8.133163
5.450000 8.247605 7.942473
5.500000 8.206654 7.755844
5.550000 8.157278 7.573185
5.600000 8.096227 7.394410
5.650000 8.020660 7.219434
5.700000 7.928216 7.048172
5.750000 7.817062 6.880545
5.800000 7.685932 6.716472
5.850000 7.534150 6.555875
5.900000 7.361641 6.398679
5.950000 7.168925 6.244810
6.000000 6.957096 6.094194
6.050000 6.727791 5.946762
6.100000 6.483138 5.802443
6.150000 6.225703 5.661171
6.200000 5.958418 5.522878
6.250000 5.684504 5.387501
6.300000 5.407391 5.254976
6.350000 5.130625 5.125241
6.400000 4.857782 4.998237
6.450000 4.592378 4.873903
6.500000 4.337779 4.752182
6.550000 4.097122 4.633018
6.600000 3.873235 4.516356
6.650000 3.668572 4.402141
6.700000 3.485152 4.290321
6.750000 3.324514 4.180845
6.800000 3.187680 4.073662
6.850000 3.075137 3.968723
6.900000 2.986824 3.865979
6.950000 2.922142 3.765383
7.000000 2.879966 3.666890
7.050000 2.858684 3.570455
7.100000 2.856235 3.476032
7.150000 2.870163 3.383580
7.200000 2.897681 3.293057
7.250000 2.935741 3.204420
7.300000 2.981110 3.117630
7.350000 3.030450 3.032647
7.400000 3.080403 2.949433
7.450000 3.127666 2.867950
7.500000 3.169078 2.788161
7.550000 3.201693 2.710031
7.600000 3.222845 2.633523
7.650000 3.230219 2.558604
7.700000 3.221896 2.485240
7.750000 3.196400 2.413397
7.800000 3.152727 2.343045
7.850000 3.090369 2.274150
7.900000 3.009314 2.206682
7.950000 2.910048 2.140611
8.000000 2.793534 2.075907
8.050000 2.661185 2.012542
8.100000 2.514823 1.950487
8.150000 2.356632 1.889715
8.200000 2.189096 1.830198
8.250000 2.014941 1.771910
8.300000 1.837059 1.714825
8.350000 1.658439 1.658918
8.400000 1.482090 1.604164
8.450000 1.310967 1.550538
8.500000 1.147898 1.498018
8.550000 0.995514 1.446579
8.600000 0.856187 1.396200
8.650000 0.731974 1.346857
8.700000 0.624565 1.298529
8.750000 0.535251 1.251196
8.800000 0.464888 1.204835
8.850000 0.413883 1.159426
8.900000 0.382188 1.114951
8.950000 0.369304 1.071388
9.000000 0.374296 1.028720
9.050000 0.395821 0.986927
9.100000 0.432163 0.945991
9.150000 0.481278 0.905894
9.200000 0.540849 0.866619
9.250000 0.608341 0.828149
9.300000 0.681069 0.790466
9.350000 0.756262 0.753554
9.400000 0.831133 0.717398
9.450000 0.902947 0.681982
9.500000 0.969086 0.647289
9.550000 1.027115 0.613306
9.600000 1.074837 0.580017
9.650000 1.110344 0.547408
9.700000 1.132065 0.515465
9.750000 1.138797 0.484174
9.800000 1.129732 0.453522
9.850000 1.104475 0.423494
9.900000 1.063048 0.394079
9.950000 1.005884 0.365264
10.000000 0.933815 0.337036
10.050000 0.848046 0.309383
10.100000 0.750123 0.282292
10.150000 0.641889 0.255754
10.200000 0.525440 0.229755
10.250000 0.403067 0.204286
10.300000 0.277199 0.179334
10.350000 0.150343 0.154890
10.400000 0.025018 0.130942
10.450000 -0.096302 0.107481
10.500000 -0.211254 0.084497
10.550000 -0.317639 0.061979
10.600000 -0.413480 0.039919
10.650000 -0.497063 0.018306
10.700000 -0.566979 -0.002869
10.750000 -0.622159 -0.023614
10.800000 -0.661895 -0.043938
10.850000 -0.685854 -0.063851
10.900000 -0.694082 -0.083359
10.950000 -0.687003 -0.102473
11.000000 -0.665405 -0.121200
11.050000 -0.630414 -0.139547
11.100000 -0.583465 -0.157524
11.150000 -0.526268 -0.175136
11.200000 -0.460757 -0.192392
11.250000 -0.389047 -0.209299
11.300000 -0.313375 -0.225865
11.350000 -0.236049 -0.242095
11.400000 -0.159386 -0.257998
11.450000 -0.085662 -0.273580
11.500000 -0.017047 -0.288846
11.550000 0.044438 -0.303805
11.600000 0.096976 -0.318461
11.650000 0.138991 -0.332822
11.700000 0.169189 -0.346893
11.750000 0.186586 -0.360681
11.800000 0.190526 -0.374190
11.850000 0.180700 -0.387427
11.900000 0.157144 -0.400398
11.950000 0.120239 -0.413107
12.000000 0.070697 -0.425560
12.050000 0.009541 -0.437762
12.100000 -0.061923 -0.449719
12.150000 -0.142143 -0.461435
12.200000 -0.229358 -0.472915
12.250000 -0.321647 -0.484164
12.300000 -0.416974 -0.495187
12.350000 -0.513242 -0.505989
12.400000 -0.608344 -0.516573
12.450000 -0.700215 -0.526945
12.500000 -0.786884 -0.537108
12.550000 -0.866519 -0.547067
12.600000 -0.937472 -0.556826
12.650000 -0.998321 -0.566389
12.700000 -1.047898 -0.575760
12.750000 -1.085319 -0.584943
12.800000 -1.110000 -0.593942
12.850000 -1.121673 -0.602760
12.900000 -1.120388 -0.611402
12.950000 -1.106507 -0.619870
13.000000 -1.080695 -0.628169
13.050000 -1.043901 -0.636301
13.100000 -0.997329 -0.644270
13.150000 -0.942410 -0.652080
13.200000 -0.880763 -0.659733
13.250000 -0.814154 -0.667233
13.300000 -0.744452 -0.674583
13.350000 -0.673580 -0.681785
13.400000 -0.603469 -0.688844
13.450000 -0.536012 -0.695761
13.500000 -0.473014 -0.702540
13.550000 -0.416151 -0.709184
13.600000 -0.366932 -0.715694
13.650000 -0.326658 -0.722075
13.700000 -0.296398 -0.728328
13.750000 -0.276959 -0.734456
13.800000 -0.268875 -0.740462
13.850000 -0.272391 -0.746347
13.900000 -0.287461 -0.752115
13.950000 -0.313754 -0.757768
14.000000 -0.350664 -0.763309
14.050000 -0.397323 -0.768738
14.100000 -0.452633 -0.774060
14.150000 -0.515287 -0.779275
14.200000 -0.583809 -0.784386
14.250000 -0.656588 -0.789395
14.300000 -0.731920 -0.794304
14.350000 -0.808054 -0.799116
14.400000 -0.883228 -0.803831
14.450000 -0.955722 -0.808453
14.500000 -1.023892 -0.812983
14.550000 -1.086213 -0.817422
14.600000 -1.141316 -0.821773
14.650000 -1.188020 -0.826037
14.700000 -1.225358 -0.830217
14.750000 -1.252601 -0.834313
14.800000 -1.269271 -0.838328
14.850000 -1.275154 -0.842263
14.900000 -1.270299 -0.846119
14.950000 -1.255019 -0.849899
15.000000 -1.229877 -0.853604
15.050000 -1.195672 -0.857235
15.100000 -1.153416 -0.860794
15.150000 -1.104309 -0.864282
15.200000 -1.049707 -0.867701
15.250000 -0.991086 -0.871052
15.300000 -0.930007 -0.874337
15.350000 -0.868074 -0.877556
15.400000 -0.806897 -0.880711
15.450000 -0.748053 -0.883804
15.500000 -0.693042 -0.886835
15.550000 -0.643259 -0.889806
15.600000 -0.599953 -0.892718
15.650000 -0.564202 -0.895573
15.700000 -0.536889 -0.898370
15.750000 -0.518678 -0.901113
15.800000 -0.510002 -0.903801
15.850000 -0.511056 -0.906435
15.900000 -0.521791 -0.909018
15.950000 -0.541921 -0.911549
16.000000 -0.570927 -0.914030
16.050000 -0.608080 -0.916462
16.100000 -0.652452 -0.918845
16.150000 -0.702947 -0.921182
16.200000 -0.758326 -0.923472
16.250000 -0.817241 -0.925717
16.300000 -0.878267 -0.927917
16.350000 -0.939939 -0.930074
16.400000 -1.000790 -0.932189
16.450000 -1.059383 -0.934261
16.500000 -1.114350 -0.936292
16.550000 -1.164422 -0.938284
16.600000 -1.208462 -0.940235
16.650000 -1.245491 -0.942149
16.700000 -1.274709 -0.944024
16.750000 -1.295514 -0.945862
16.800000 -1.307516 -0.947664
16.850000 -1.310545 -0.949431
16.900000 -1.304651 -0.951162
16.950000 -1.290101 -0.952859
17.000000 -1.267375 -0.954523
17.050000 -1.237145 -0.956154
17.100000 -1.200263 -0.957753
17.150000 -1.157735 -0.959320
17.200000 -1.110695 -0.960856
17.250000 -1.060381 -0.962362
17.300000 -1.008094 -0.963838
17.350000 -0.955174 -0.965285
17.400000 -0.902965 -0.966703
17.450000 -0.852779 -0.968094
17.500000 -0.805864 -0.969457
17.550000 -0.763379 -0.970793
17.600000 -0.726362 -0.972103
17.650000 -0.695705 -0.973387
17.700000 -0.672137 -0.974645
17.750000 -0.656205 -0.975879
17.800000 -0.648261 -0.977089
17.850000 -0.648458 -0.978274
17.900000 -0.656750 -0.979437
17.950000 -0.672886 -0.980576
18.000000 -0.696428 -0.981693
18.050000 -0.726758 -0.982788
18.100000 -0.763098 -0.983861
18.150000 -0.804524 -0.984914
18.200000 -0.850001 -0.985945
18.250000 -0.898398 -0.986957
18.300000 -0.948525 -0.987948
18.350000 -0.999159 -0.988920
18.400000 -1.049074 -0.989872
18.450000 -1.097074 -0.990806
18.500000 -1.142018 -0.991722
18.550000 -1.182853 -0.992620
18.600000 -1.218634 -0.993500
18.650000 -1.248549 -0.994362
18.700000 -1.271936 -0.995208
18.750000 -1.288301 -0.996037
18.800000 -1.297326 -0.996850
18.850000 -1.298873 -0.997647
18.900000 -1.292994 -0.998428
18.950000 -1.279918 -0.999193
19.000000 -1.260051 -0.999944
19.050000 -1.233962 -1.000680
19.100000 -1.202365 -1.001402
19.150000 -1.166105 -1.002109
19.200000 -1.126133 -1.002802
19.250000 -1.083483 -1.003482
19.300000 -1.039243 -1.004149
19.350000 -0.994532 -1.004802
19.400000 -0.950470 -1.005443
19.450000 -0.908150 -1.006071
19.500000 -0.868612 -1.006687
19.550000 -0.832818 -1.007290
19.600000 -0.801629 -1.007882
19.650000 -0.775785 -1.008462
19.700000 -0.755888 -1.009031
19.750000 -0.742387 -1.009589
19.800000 -0.735570 -1.010135
19.850000 -0.735558 -1.010671
19.900000 -0.742303 -1.011197
19.950000 -0.755592 -1.011712
20.000000 -0.775052 -1.012217
20.050000 -0.800161 -1.012712
20.100000 -0.830263 -1.013198
20.150000 -0.864586 -1.013674
20.200000 -0.902259 -1.014140
20.250000 -0.942338 -1.014598
20.300000 -0.983827 -1.015046
20.350000 -1.025704 -1.015486
20.400000 -1.066948 -1.015917
20.450000 -1.106561 -1.016340
20.500000 -1.143595 -1.016754
20.550000 -1.177173 -1.017160
20.600000 -1.206510 -1.017559
20.650000 -1.230933 -1.017949
20.700000 -1.249897 -1.018332
20.750000 -1.262993 -1.018708
20.800000 -1.269962 -1.019076
20.850000 -1.270697 -1.019437
20.900000 -1.265246 -1.019790
20.950000 -1.253805 -1.020137
21.000000 -1.236721 -1.020477
21.050000 -1.214470 -1.020811
21.100000 -1.187657 -1.021138
21.150000 -1.156988 -1.021458
21.200000 -1.123261 -1.021773
21.250000 -1.087340 -1.022081
21.300000 -1.050135 -1.022383
21.350000 -1.012581 -1.022679
21.400000 -0.975610 -1.022969
21.450000 -0.940133 -1.023254
21.500000 -0.907017 -1.023533
21.550000 -0.877060 -1.023807
21.600000 -0.850978 -1.024075
21.650000 -0.829384 -1.024339
21.700000 -0.812773 -1.024597
21.750000 -0.801517 -1.024850
21.800000 -0.795850 -1.025098
21.850000 -0.795867 -1.025341
21.900000 -0.801521 -1.025579
21.950000 -0.812631 -1.025813
22.000000 -0.828878 -1.026042
22.050000 -0.849823 -1.026267
22.100000 -0.874914 -1.026487
22.150000 -0.903502 -1.026703
22.200000 -0.934859 -1.026915
22.250000 -0.968194 -1.027123
22.300000 -1.002675 -1.027327
22.350000 -1.037449 -1.027526
22.400000 -1.071663 -1.027722
22.450000 -1.104487 -1.027914
22.500000 -1.135130 -1.028102
22.550000 -1.162865 -1.028287
22.600000 -1.187039 -1.028468
22.650000 -1.207095 -1.028645
22.700000 -1.222581 -1.028819
22.750000 -1.233164 -1.028990
22.800000 -1.238630 -1.029157
22.850000 -1.238895 -1.029321
22.900000 -1.234005 -1.029482
22.950000 -1.224130 -1.029639
23.000000 -1.209561 -1.029794
23.050000 -1.190702 -1.029946
23.100000 -1.168061 -1.030094
23.150000 -1.142230 -1.030240
23.200000 -1.113878 -1.030383
23.250000 -1.083727 -1.030523
23.300000 -1.052539 -1.030660
23.350000 -1.021093 -1.030795
23.400000 -0.990168 -1.030927
23.450000 -0.960522 -1.031057
23.500000 -0.932875 -1.031184
23.550000 -0.907894 -1.031308
23.600000 -0.886170 -1.031430
23.650000 -0.868211 -1.031550
23.700000 -0.854428 -1.031667
23.750000 -0.845125 -1.031783
23.800000 -0.840494 -1.031895
23.850000 -0.840608 -1.032006
23.900000 -0.845424 -1.032115
23.950000 -0.854786 -1.032221
24.000000 -0.868423 -1.032325
24.050000 -0.885966 -1.032428
24.100000 -0.906950 -1.032528
24.150000 -0.930830 -1.032626
24.200000 -0.956997 -1.032723
24.250000 -0.984788 -1.032817
24.300000 -1.013508 -1.032910
24.350000 -1.042446 -1.033001
24.400000 -1.070889 -1.033090
24.450000 -1.098146 -1.033178
24.500000 -1.123559 -1.033263
24.550000 -1.146522 -1.033348
24.600000 -1.166495 -1.033430
24.650000 -1.183017 -1.033511
24.700000 -1.195713 -1.033590
24.750000 -1.204309 -1.033668
24.800000 -1.208632 -1.033744
24.850000 -1.208616 -1.033819
24.900000 -1.204302 -1.033892
24.950000 -1.195838 -1.033964
25.000000 -1.183470 -1.034034
25.050000 -1.167539 -1.034104
25.100000 -1.148471 -1.034171
25.150000 -1.126764 -1.034238
25.200000 -1.102978 -1.034303
25.250000 -1.077718 -1.034367
25.300000 -1.051619 -1.034429
25.350000 -1.025332 -1.034491
25.400000 -0.999507 -1.034551
25.450000 -0.974775 -1.034610
25.500000 -0.951736 -1.034668
25.550000 -0.930944 -1.034725
25.600000 -0.912889 -1.034781
25.650000 -0.897993 -1.034835
25.700000 -0.886594 -1.034889
25.750000 -0.878943 -1.034941
25.800000 -0.875196 -1.034993
25.850000 -0.875409 -1.035043
25.900000 -0.879545 -1.035093
25.950000 -0.887466 -1.035142
26.000000 -0.898946 -1.035189
26.050000 -0.913670 -1.035236
26.100000 -0.931250 -1.035282
26.150000 -0.951228 -1.035327
26.200000 -0.973093 -1.035371
26.250000 -0.996291 -1.035414
26.300000 -1.020242 -1.035456
26.350000 -1.044350 -1.035498
26.400000 -1.068022 -1.035538
26.450000 -1.090682 -1.035578
26.500000 -1.111783 -1.035617
26.550000 -1.130821 -1.035656
26.600000 -1.147348 -1.035694
26.650000 -1.160980 -1.035730
26.700000 -1.171410 -1.035767
26.750000 -1.178412 -1.035802
26.800000 -1.181844 -1.035837
26.850000 -1.181656 -1.035871
26.900000 -1.177885 -1.035905
26.950000 -1.170658 -1.035937
27.000000 -1.160184 -1.035970
27.050000 -1.146751 -1.036001
27.100000 -1.130716 -1.036032
27.150000 -1.112498 -1.036063
27.200000 -1.092564 -1.036092
27.250000 -1.071422 -1.036122
27.300000 -1.049603 -1.036150
27.350000 -1.027649 -1.036178
27.400000 -1.006102 -1.036206
27.450000 -0.985490 -1.036233
27.500000 -0.966310 -1.036259
27.550000 -0.949023 -1.036285
27.600000 -0.934036 -1.036311
27.650000 -0.921698 -1.036336
27.700000 -0.912290 -1.036360
27.750000 -0.906015 -1.036384
27.800000 -0.903002 -1.036408
27.850000 -0.903295 -1.036431
27.900000 -0.906858 -1.036454
27.950000 -0.913575 -1.036476
28.000000 -0.923251 -1.036498
28.050000 -0.935624 -1.036519
