fit_time[ns] Functional_fit[mV] Thermal_fit[mV]
3.600000 18.908408 19.214792
3.650000 18.619994 18.794205
3.700000 18.343649 18.382911
3.750000 18.075780 17.980694
3.800000 17.812855 17.587346
3.850000 17.551482 17.202662
3.900000 17.288489 16.826442
3.950000 17.020992 16.458492
4.000000 16.746459 16.098623
4.050000 16.462768 15.746649
4.100000 16.168244 15.402389
4.150000 15.861693 15.065668
4.200000 15.542426 14.736313
4.250000 15.210257 14.414156
4.300000 14.865506 14.099035
4.350000 14.508977 13.790788
4.400000 14.141927 13.489260
4.450000 13.766031 13.194299
4.500000 13.383324 12.905757
4.550000 12.996152 12.623487
4.600000 12.607097 12.347348
4.650000 12.218915 12.077203
4.700000 11.834455 11.812916
4.750000 11.456589 11.554356
4.800000 11.088137 11.301393
4.850000 10.731791 11.053903
4.900000 10.390049 10.811762
4.950000 10.065152 10.574851
5.000000 9.759029 10.343053
5.050000 9.473249 10.116254
5.100000 9.208982 9.894342
5.150000 8.966977 9.677208
5.200000 8.747539 9.464746
5.250000 8.550528 9.256852
5.300000 8.375365 9.053424
5.350000 8.221048 8.854364
5.400000 8.086177 8.659575
5.450000 7.968997 8.468961
5.500000 7.867437 8.282431
5.550000 7.779165 8.099894
5.600000 7.701650 7.921263
5.650000 7.632217 7.746450
5.700000 7.568121 7.575373
5.750000 7.506609 7.407948
5.800000 7.444989 7.244095
5.850000 7.380689 7.083736
5.900000 7.311325 6.926795
5.950000 7.234750 6.773195
6.000000 7.149104 6.622864
6.050000 7.052857 6.475731
6.100000 6.944837 6.331725
6.150000 6.824258 6.190778
6.200000 6.690732 6.052823
6.250000 6.544268 5.917795
6.300000 6.385272 5.785630
6.350000 6.214526 5.656266
6.400000 6.033164 5.529642
6.450000 5.842640 5.405698
6.500000 5.644684 5.284376
6.550000 5.441256 5.165618
6.600000 5.234492 5.049371
6.650000 5.026651 4.935578
6.700000 4.820051 4.824187
6.750000 4.617014 4.715146
6.800000 4.419806 4.608404
6.850000 4.230577 4.503911
6.900000 4.051313 4.401619
6.950000 3.883784 4.301481
7.000000 3.729502 4.203449
7.050000 3.589685 4.107478
7.100000 3.465232 4.013525
7.150000 3.356700 3.921545
7.200000 3.264293 3.831496
7.250000 3.187863 3.743337
7.300000 3.126915 3.657027
7.350000 3.080620 3.572527
7.400000 3.047844 3.489797
7.450000 3.027173 3.408800
7.500000 3.016953 3.329499
7.550000 3.015334 3.251857
7.600000 3.020314 3.175838
7.650000 3.029794 3.101409
7.700000 3.041625 3.028535
7.750000 3.053666 2.957183
7.800000 3.063831 2.887321
7.850000 3.070145 2.818916
7.900000 3.070787 2.751938
7.950000 3.064132 2.686356
8.000000 3.048792 2.622141
8.050000 3.023644 2.559263
8.100000 2.987854 2.497695
8.150000 2.940894 2.437407
8.200000 2.882552 2.378374
8.250000 2.812932 2.320569
8.300000 2.732447 2.263964
8.350000 2.641804 2.208536
8.400000 2.541983 2.154259
8.450000 2.434209 2.101109
8.500000 2.319918 2.049061
8.550000 2.200719 1.998093
8.600000 2.078351 1.948182
8.650000 1.954635 1.899305
8.700000 1.831434 1.851441
8.750000 1.710599 1.804568
8.800000 1.593926 1.758665
8.850000 1.483113 1.713713
8.900000 1.379714 1.669690
8.950000 1.285105 1.626577
9.000000 1.200454 1.584355
9.050000 1.126685 1.543006
9.100000 1.064469 1.502511
9.150000 1.014200 1.462852
9.200000 0.975994 1.424011
9.250000 0.949688 1.385972
9.300000 0.934845 1.348717
9.350000 0.930766 1.312230
9.400000 0.936518 1.276496
9.450000 0.950948 1.241497
9.500000 0.972725 1.207219
9.550000 1.000367 1.173647
9.600000 1.032280 1.140766
9.650000 1.066803 1.108561
9.700000 1.102245 1.077019
9.750000 1.136928 1.046125
9.800000 1.169231 1.015866
9.850000 1.197623 0.986229
9.900000 1.220708 0.957200
9.950000 1.237248 0.928767
10.000000 1.246201 0.900919
10.050000 1.246737 0.873641
10.100000 1.238260 0.846923
10.150000 1.220417 0.820753
10.200000 1.193107 0.795119
10.250000 1.156476 0.770011
10.300000 1.110915 0.745417
10.350000 1.057042 0.721326
10.400000 0.995688 0.697729
10.450000 0.927871 0.674615
10.500000 0.854772 0.651974
10.550000 0.777697 0.629796
10.600000 0.698050 0.608071
10.650000 0.617293 0.586791
10.700000 0.536908 0.565945
10.750000 0.458364 0.545525
10.800000 0.383075 0.525523
10.850000 0.312371 0.505928
10.900000 0.247461 0.486734
10.950000 0.189407 0.467932
11.000000 0.139099 0.449513
11.050000 0.097233 0.431469
11.100000 0.064298 0.413794
11.150000 0.040564 0.396479
11.200000 0.026081 0.379516
11.250000 0.020675 0.362900
11.300000 0.023960 0.346621
11.350000 0.035346 0.330675
11.400000 0.054058 0.315052
11.450000 0.079157 0.299748
11.500000 0.109564 0.284755
11.550000 0.144090 0.270067
